,precipitation
1989-01-01,0.09921637929744065
1989-01-02,0.6539900229996389
1989-01-03,0.0460542690819018
1989-01-04,0.061398491595543586
1989-01-05,0.03441246783897831
1989-01-06,0.0
1989-01-07,0.0
1989-01-08,0.0
1989-01-09,0.0
1989-01-10,0.0
1989-01-11,0.0
1989-01-12,0.0
1989-01-13,0.0
1989-01-14,0.0
1989-01-15,0.0
1989-01-16,0.31463133262346427
1989-01-17,0.37456706878294405
1989-01-18,0.6253431682753273
1989-01-19,9.326810731875248
1989-01-20,3.8205047770004663
1989-01-21,0.003327676083412367
1989-01-22,0.0
1989-01-23,0.48919154447829793
1989-01-24,0.09605571076238104
1989-01-25,0.026315072257694912
1989-01-26,0.7372160155379449
1989-01-27,2.0311766014324313
1989-01-28,0.8881000853780897
1989-01-29,8.695293405719049
1989-01-30,0.7993454982497185
1989-01-31,0.0
1989-02-01,0.0
1989-02-02,0.047137610372324244
1989-02-03,0.6630411653404665
1989-02-04,0.14086019772598615
1989-02-05,0.7928245819044629
1989-02-06,3.2679139235190386
1989-02-07,1.998275941177949
1989-02-08,0.0
1989-02-09,1.9903502860401653e-07
1989-02-10,0.004112219902561629
1989-02-11,0.3635202578313506
1989-02-12,0.6380737588832676
1989-02-13,0.009498084560060915
1989-02-14,0.4141540877611561
1989-02-15,0.5294643894499548
1989-02-16,3.0739916649089603
1989-02-17,2.6617004447159114
1989-02-18,4.211033396189714
1989-02-19,0.11898186909836254
1989-02-20,0.004942081716596317
1989-02-21,0.0
1989-02-22,0.0
1989-02-23,0.0
1989-02-24,0.0
1989-02-25,0.0
1989-02-26,0.0
1989-02-27,0.0
1989-02-28,0.0
1989-03-01,0.3701477002573665
1989-03-02,0.2159136412416449
1989-03-03,0.013852672190238361
1989-03-04,0.0
1989-03-05,0.038959355181022455
1989-03-06,0.0
1989-03-07,0.0
1989-03-08,0.0
1989-03-09,0.0
1989-03-10,0.0
1989-03-11,0.020909401139149873
1989-03-12,0.020909401139149873
1989-03-13,0.020909401139149873
1989-03-14,0.020909401139149873
1989-03-15,0.056673081620569096
1989-03-16,1.2621556588964247
1989-03-17,0.04253760004442119
1989-03-18,0.1639014838137485
1989-03-19,0.8778396459232812
1989-03-20,7.094958560059957
1989-03-21,1.280181246163637
1989-03-22,0.0
1989-03-23,0.0
1989-03-24,3.554316457202533e-05
1989-03-25,0.012392406009678742
1989-03-26,5.930121887561477
1989-03-27,0.502260127946945
1989-03-28,2.340032619573226
1989-03-29,0.0
1989-03-30,0.0
1989-03-31,0.0
1989-04-01,0.0
1989-04-02,0.0
1989-04-03,0.0
1989-04-04,0.0
1989-04-05,0.0
1989-04-06,0.0
1989-04-07,0.0
1989-04-08,0.0
1989-04-09,0.0
1989-04-10,0.0
1989-04-11,1.0814127739554866e-07
1989-04-12,2.324965469042855
1989-04-13,2.9308968300948655
1989-04-14,14.74236784766259
1989-04-15,0.00467790869347136
1989-04-16,0.0
1989-04-17,0.0
1989-04-18,0.0
1989-04-19,0.0
1989-04-20,0.0
1989-04-21,0.0
1989-04-22,0.00013924246613516801
1989-04-23,0.0001406979582744555
1989-04-24,1.7913700308642955e-08
1989-04-25,0.022428960833378996
1989-04-26,1.0816563494656046
1989-04-27,1.4460021783865207
1989-04-28,2.397506895082785
1989-04-29,14.926546738490176
1989-04-30,33.83965205820159
1989-05-01,0.031521133643557686
1989-05-02,0.0011086116974228036
1989-05-03,0.10256810768191062
1989-05-04,0.0
1989-05-05,0.1680807246348446
1989-05-06,0.21190710155532186
1989-05-07,0.0867723149294324
1989-05-08,0.010846972779858265
1989-05-09,0.0
1989-05-10,0.32113136770122463
1989-05-11,0.6682521894217756
1989-05-12,0.4495813405749947
1989-05-13,0.09488910274900687
1989-05-14,0.26305384153583594
1989-05-15,0.7419735592985478
1989-05-16,0.3620529354361406
1989-05-17,0.09225635299830633
1989-05-18,0.0016669806554669834
1989-05-19,0.0006592840357209355
1989-05-20,0.01924289422576726
1989-05-21,0.0402844128909904
1989-05-22,0.0011867455907489265
1989-05-23,0.0011867455907489265
1989-05-24,0.0012588160563273998
1989-05-25,0.0011867455907489265
1989-05-26,0.02800915276953503
1989-05-27,0.01720314185403862
1989-05-28,0.0005784424761592394
1989-05-29,0.0
1989-05-30,0.013298759547978633
1989-05-31,0.017479290765092095
1989-06-01,0.9426031482457201
1989-06-02,0.47697837748417565
1989-06-03,0.03698001284801621
1989-06-04,2.6250093567862804
