,precipitation
1989-01-01,0.0
1989-01-02,0.0
1989-01-03,0.0
1989-01-04,0.0
1989-01-05,0.0
1989-01-06,0.0
1989-01-07,0.0
1989-01-08,0.0
1989-01-09,0.0
1989-01-10,0.0
1989-01-11,0.004936947079110701
1989-01-12,0.0
1989-01-13,0.0
1989-01-14,0.0
1989-01-15,0.0
1989-01-16,3.4815398154636177
1989-01-17,0.0
1989-01-18,0.0
1989-01-19,0.11671378768847528
1989-01-20,5.125617898151543
1989-01-21,13.645582097015588
1989-01-22,30.33513227067816
1989-01-23,0.5363699772937088
1989-01-24,0.39317914175854746
1989-01-25,0.0
1989-01-26,0.0
1989-01-27,0.0
1989-01-28,0.0
1989-01-29,0.0
1989-01-30,0.0
1989-01-31,0.0
1989-02-01,0.0
1989-02-02,0.0
1989-02-03,0.0
1989-02-04,0.0
1989-02-05,0.0
1989-02-06,0.0
1989-02-07,0.04983017562649422
1989-02-08,0.21726308532302466
1989-02-09,0.09708400011639833
1989-02-10,0.22189620946397703
1989-02-11,0.0
1989-02-12,0.0
1989-02-13,0.0
1989-02-14,0.0
1989-02-15,0.0
1989-02-16,0.0
1989-02-17,0.0
1989-02-18,0.0
1989-02-19,0.0
1989-02-20,0.0
1989-02-21,0.1094154859540934
1989-02-22,3.386463908639164
1989-02-23,0.12677864989073304
1989-02-24,0.9653842741313021
1989-02-25,0.04826255640151174
1989-02-26,0.0
1989-02-27,0.0
1989-02-28,0.077360900833924
1989-03-01,1.5158072319038458
1989-03-02,18.38755843906619
1989-03-03,10.744520694099958
1989-03-04,0.004936947079110701
1989-03-05,0.04501166203480695
1989-03-06,0.039771977025138384
1989-03-07,7.544073817069656
1989-03-08,0.7895256264050988
1989-03-09,0.059175809071719064
1989-03-10,0.0
1989-03-11,0.0
1989-03-12,0.0
1989-03-13,0.0
1989-03-14,0.0
1989-03-15,0.0
1989-03-16,0.086056484988922
1989-03-17,0.7604401233902297
1989-03-18,0.023599584726121628
1989-03-19,0.0
1989-03-20,0.0
1989-03-21,0.0
1989-03-22,0.0
1989-03-23,3.632146934537143
1989-03-24,0.06410779364837703
1989-03-25,0.0
1989-03-26,0.0
1989-03-27,0.0013039707102187287
1989-03-28,0.0283109679311029
1989-03-29,0.12220254089743718
1989-03-30,0.8459046259156098
1989-03-31,3.0490106090083287
1989-04-01,0.18283485636822291
1989-04-02,0.1264318209011784
1989-04-03,0.0
1989-04-04,6.086527691210289
1989-04-05,4.443611708158429
1989-04-06,0.30016003801546026
1989-04-07,0.0
1989-04-08,0.0
1989-04-09,0.0
1989-04-10,0.0
1989-04-11,0.0
1989-04-12,0.0
1989-04-13,0.5790713228698737
1989-04-14,0.27380713686441477
1989-04-15,0.58925814663278
1989-04-16,0.12333069591119218
1989-04-17,6.076343886325057
1989-04-18,0.7656214513707685
1989-04-19,0.4086149273765894
1989-04-20,0.2934289731740131
1989-04-21,0.0
1989-04-22,0.0
1989-04-23,0.0
1989-04-24,0.0
1989-04-25,0.0
1989-04-26,0.0
1989-04-27,0.0
1989-04-28,0.0
1989-04-29,6.4447130843961
1989-04-30,3.674737016861727
1989-05-01,1.7725285291975685
1989-05-02,0.08968881173517011
1989-05-03,0.0
1989-05-04,0.0
1989-05-05,0.0
1989-05-06,0.0
1989-05-07,0.0
1989-05-08,0.0
1989-05-09,0.0
1989-05-10,0.0
1989-05-11,0.014770666813937553
1989-05-12,0.0
1989-05-13,0.0
1989-05-14,0.04489322854738352
1989-05-15,0.050365998186055555
1989-05-16,0.0
1989-05-17,0.0
1989-05-18,0.14309982024467122
1989-05-19,1.7992938807766794
1989-05-20,5.657621074233751
1989-05-21,0.12876621644027475
1989-05-22,0.08348346549020444
1989-05-23,0.02133381824465645
1989-05-24,0.0
1989-05-25,0.0
1989-05-26,0.0
1989-05-27,0.029614938641321628
1989-05-28,1.803610965106856
1989-05-29,0.363577948958411
1989-05-30,3.1034037241273635
1989-05-31,0.022503544108332628
1989-06-01,0.17151442121657284
1989-06-02,0.0013039707102187287
1989-06-03,0.06301632684872974
1989-06-04,17.26198584143501
1989-06-05,8.944233269892294
1989-06-06,10.646851325575152
1989-06-07,7.828899427385737
1989-06-08,3.6092481640848755
1989-06-09,0.0
1989-06-10,7.960507051243736
1989-06-11,0.8105081052476352
1989-06-12,17.346508768105462
1989-06-13,4.530604009540509
1989-06-14,0.0994144022015982
1989-06-15,9.639113991071973
1989-06-16,0.03233726384315948
1989-06-17,0.7445010840152219
1989-06-18,4.092053171652175
1989-06-19,5.080737895844776
1989-06-20,6.912733031880442
1989-06-21,15.07449462314796
1989-06-22,24.763310722003634
1989-06-23,8.623923141072861
1989-06-24,11.861234713462654
1989-06-25,0.5097398704589482
1989-06-26,9.93899054869035
1989-06-27,1.6879945774354657
1989-06-28,20.50916840547084
1989-06-29,2.857767326161743
1989-06-30,5.773926575330221
1989-07-01,21.76766768852253
1989-07-02,6.697771948106343
1989-07-03,6.908925008445118
1989-07-04,0.2657061789822633
1989-07-05,2.5947014527569507
1989-07-06,5.511172047894559
1989-07-07,1.7876535015752544
1989-07-08,0.36304893591386606
1989-07-09,0.0
1989-07-10,0.0
1989-07-11,0.12666829780979783
1989-07-12,4.834263260513607
1989-07-13,2.6953985054218363
1989-07-14,2.172958797925689
1989-07-15,0.051178112007118325
1989-07-16,3.587536313828567
1989-07-17,1.065903809879341
1989-07-18,6.612998696180407
1989-07-19,13.48690737781484
1989-07-20,2.6497749992486765
1989-07-21,4.13459655491635
1989-07-22,12.330936691022682
1989-07-23,16.471456098881674
1989-07-24,33.611877571869584
1989-07-25,4.198693075825526
1989-07-26,1.9203001150548482
1989-07-27,0.9953598505212046
1989-07-28,1.3397537010831435
1989-07-29,15.288747423959062
1989-07-30,0.5609081518785671
1989-07-31,16.486257528496044
1989-08-01,15.026608463260036
1989-08-02,0.12691541372701318
1989-08-03,0.40632068610116595
1989-08-04,0.447410302046522
1989-08-05,0.0
1989-08-06,0.004936947079110701
1989-08-07,0.0
1989-08-08,14.319346115803958
1989-08-09,4.153497449949334
1989-08-10,1.9755766529136416
