,precipitation
2009-01-01,0.007345315602197039
2009-01-02,0.003973657843108854
2009-01-03,0.20486884629629676
2009-01-04,0.20977689335812377
2009-01-05,0.37135581582799576
2009-01-06,1.334165780157382
2009-01-07,0.0
2009-01-08,0.0
2009-01-09,0.051486486456461394
2009-01-10,0.48747828516520986
2009-01-11,0.0
2009-01-12,0.0
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,0.0
2009-01-16,0.0
2009-01-17,0.0
2009-01-18,0.0
2009-01-19,0.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-24,0.0
2009-01-25,0.0
2009-01-26,0.09117136886559452
2009-01-27,0.011016458574401899
2009-01-28,1.3822760510030005
2009-01-29,0.0
2009-01-30,0.0
2009-01-31,0.0009317896353759228
2009-02-01,0.0
2009-02-02,0.0
2009-02-03,0.0
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.002789847253146818
2009-02-07,9.933099461783644e-05
2009-02-08,0.21218767535407937
2009-02-09,0.9999657414496139
2009-02-10,0.5001731749465099
2009-02-11,1.3647533281757362
2009-02-12,0.0
2009-02-13,0.07611010064762044
2009-02-14,0.17469014624608575
2009-02-15,0.02276769619514319
2009-02-16,0.24095169199593347
2009-02-17,0.6798392570020224
2009-02-18,0.45018955151215145
2009-02-19,0.054555574577048745
2009-02-20,0.25734584729848825
2009-02-21,0.2113257813134907
2009-02-22,0.24269330669345596
2009-02-23,0.1173507418699954
2009-02-24,0.057931286876736356
2009-02-25,1.0587403360831376
2009-02-26,0.18848031091687
2009-02-27,0.1491663174828588
2009-02-28,0.23816573407661032
2009-03-01,0.0
2009-03-02,0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,0.0
2009-03-06,0.0
2009-03-07,0.009807415615211621
2009-03-08,0.0
2009-03-09,0.0
2009-03-10,0.0
2009-03-11,0.5134627890102997
2009-03-12,2.275691481764699
2009-03-13,6.672164703390714
2009-03-14,11.009255790469146
2009-03-15,3.219564590774872
2009-03-16,0.0004748555364084452
2009-03-17,0.0
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,0.0
2009-03-21,0.012412442812064786
2009-03-22,0.0
2009-03-23,0.0028395925306282307
2009-03-24,0.18758992929799978
2009-03-25,0.40167808056632964
2009-03-26,19.90282826208558
2009-03-27,5.03464766665162
2009-03-28,0.0
2009-03-29,0.0
2009-03-30,0.0
2009-03-31,0.010174524485739297
2009-04-01,0.0254584424414195
2009-04-02,0.002789847253146818
2009-04-03,0.0
2009-04-04,0.0
2009-04-05,0.08179603605856832
2009-04-06,0.0
2009-04-07,0.0
2009-04-08,0.0
2009-04-09,0.0
2009-04-10,0.0
2009-04-11,0.036726457405449435
2009-04-12,0.20809082849671498
2009-04-13,0.0
2009-04-14,0.0
2009-04-15,0.018555568024630098
2009-04-16,0.663982493945937
2009-04-17,2.2760973942425
2009-04-18,8.546997361443601
2009-04-19,0.13181563585165693
2009-04-20,0.0
2009-04-21,0.0
2009-04-22,0.0
2009-04-23,0.0
2009-04-24,0.9807520015908333
2009-04-25,0.8757219686857001
2009-04-26,0.08754239861185378
2009-04-27,9.994181902951286
2009-04-28,20.826069896683798
2009-04-29,0.0497312988241833
2009-04-30,0.382075265969708
2009-05-01,0.0002979929838535093
2009-05-02,0.012279074437475432
2009-05-03,0.045134930039374466
2009-05-04,0.0
2009-05-05,9.933099461783644e-05
2009-05-06,0.0
2009-05-07,0.0
2009-05-08,0.0
2009-05-09,0.0
2009-05-10,0.0007946479569426915
2009-05-11,0.031379971976952185
2009-05-12,0.0307981635015007
2009-05-13,0.02241067208637296
2009-05-14,0.00019866198923567288
2009-05-15,0.875688349962145
2009-05-16,13.95869629910516
2009-05-17,4.492022911407593
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.39354857080352895
2009-05-23,1.8104497713684642
2009-05-24,0.8309903099713716
2009-05-25,0.15073320625947645
2009-05-26,21.32696365442322
2009-05-27,15.292352957554458
2009-05-28,7.896862439388225
2009-05-29,0.025800232090600526
2009-05-30,0.06593816249140931
2009-05-31,0.02196661255881029
2009-06-01,1.0550816516127097
2009-06-02,2.396562403272608
2009-06-03,10.62152886731794
2009-06-04,1.1255539717804355
2009-06-05,0.0
2009-06-06,0.0
2009-06-07,0.0
2009-06-08,0.0
2009-06-09,0.0
2009-06-10,0.01961593641493778
2009-06-11,0.0
2009-06-12,0.0
2009-06-13,0.0
2009-06-14,0.0
2009-06-15,0.0
2009-06-16,0.0
2009-06-17,0.05999592720223693
2009-06-18,0.43292047250155447
2009-06-19,0.2328023473093163
2009-06-20,0.007213317933442409
2009-06-21,0.04972220861305698
2009-06-22,0.06076319283494991
2009-06-23,0.011299101054778944
2009-06-24,9.933099461783644e-05
2009-06-25,0.013891801592622623
2009-06-26,0.027042517979736422
2009-06-27,0.02721959882386069
2009-06-28,0.010835425214840839
2009-06-29,0.0
2009-06-30,0.015571769157170104
2009-07-01,0.705486310646857
2009-07-02,3.0730575970955014
2009-07-03,0.1551467551735034
2009-07-04,0.02666180669062752
2009-07-05,0.018582728330089882
2009-07-06,0.06625973421909753
2009-07-07,3.5265333977597497
2009-07-08,0.07430309725011398
2009-07-09,0.0
2009-07-10,0.018401269582899414
2009-07-11,0.0
2009-07-12,0.0
2009-07-13,0.0
2009-07-14,0.0006953169623248551
2009-07-15,0.0
2009-07-16,0.006024092541552378
2009-07-17,0.06916209921913198
2009-07-18,12.579505564203815
2009-07-19,0.18951110035449426
2009-07-20,0.08256984292833021
2009-07-21,0.11090959979445933
2009-07-22,0.0
2009-07-23,0.006649113151580936
2009-07-24,0.012433854967569989
2009-07-25,0.00019866198923567288
2009-07-26,9.933099461783644e-05
2009-07-27,0.0013288984097351475
2009-07-28,9.933099461783644e-05
2009-07-29,0.046750383641758854
2009-07-30,0.7649453976038144
2009-07-31,1.7483708707145091
2009-08-01,0.0
2009-08-02,0.0
2009-08-03,0.005825430552316705
2009-08-04,0.015213623981560405
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0011302364204994746
2009-08-08,0.1711659290207726
2009-08-09,0.11095638720448732
2009-08-10,0.0028118653290835106
2009-08-11,0.008637295881400215
2009-08-12,0.1436896481415515
2009-08-13,7.224538287885764
2009-08-14,0.644192137379618
2009-08-15,0.026115282677526632
2009-08-16,0.0028000469183794064
2009-08-17,0.018644871278096643
2009-08-18,3.2893167732302837
2009-08-19,4.2498180251885085
2009-08-20,0.7096374026254213
2009-08-21,0.2647231309472295
2009-08-22,0.07507581616671039
2009-08-23,0.0
2009-08-24,0.0
2009-08-25,1.3884609041037645
2009-08-26,0.009124085190934248
2009-08-27,0.006597309277235087
2009-08-28,0.04688460857711243
2009-08-29,2.199641397113031
2009-08-30,1.6134732535209497
2009-08-31,1.082559706152654
2009-09-01,1.678648042300258
2009-09-02,0.16624389665394773
2009-09-03,0.04087165997593809
2009-09-04,10.688255290415341
2009-09-05,6.519103897949865
2009-09-06,1.1250709013687425
2009-09-07,0.24473478231425985
2009-09-08,5.900520049659971
2009-09-09,19.707680195157764
2009-09-10,17.839673667724263
2009-09-11,24.004536772627407
2009-09-12,22.094815919415854
2009-09-13,8.011990147493574
2009-09-14,0.0
2009-09-15,0.0
2009-09-16,0.002789847253146818
2009-09-17,0.0
2009-09-18,0.0
2009-09-19,0.0
2009-09-20,0.3303494876162599
2009-09-21,0.6804534895358852
2009-09-22,12.547948036554072
2009-09-23,4.978679636669909
2009-09-24,5.679970866040577
2009-09-25,0.1605258862063281
2009-09-26,0.026811865636382857
2009-09-27,5.80118809621978
2009-09-28,0.6355178316896771
2009-09-29,0.7840649518266799
2009-09-30,3.4002617134785473
2009-10-01,0.1909271870121538
2009-10-02,1.6756253311386866
2009-10-03,39.345410671123865
2009-10-04,41.77577856659671
2009-10-05,0.005368482921385863
2009-10-06,0.025530464056461106
2009-10-07,0.4931754309385882
2009-10-08,0.11322485528017731
2009-10-09,10.88088665861165
2009-10-10,1.2624839537728096
2009-10-11,1.9701398222432749
2009-10-12,3.409158772155214
2009-10-13,10.846042292467077
2009-10-14,0.4131103501037047
2009-10-15,0.0
2009-10-16,2.0031545116781033
2009-10-17,0.0
2009-10-18,0.0
2009-10-19,0.0
2009-10-20,0.032616140917978834
2009-10-21,2.4892771645170853
2009-10-22,12.59229685459343
2009-10-23,0.514850562767437
2009-10-24,0.38053808281496426
2009-10-25,5.269258455557205
2009-10-26,30.11078978808289
2009-10-27,5.096346704413548
2009-10-28,0.6950849628905422
2009-10-29,3.2743207465574073
2009-10-30,1.5993656581814157
2009-10-31,0.0
2009-11-01,1.0953508248824297
2009-11-02,0.4392517714304109
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-07,0.006481389555816857
2009-11-08,14.6275096616238
2009-11-09,1.3985972546009824
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-14,0.006499792803472399
2009-11-15,0.6611182919197117
2009-11-16,0.8041331450376142
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,1.278826292865097
2009-11-20,81.3728800125814
2009-11-21,22.872414356860858
2009-11-22,0.0
