,precipitation
1989-01-01,16.881571402916542
1989-01-02,0.01579611326675289
1989-01-03,0.1890242796104688
1989-01-04,0.06705467130702275
1989-01-05,0.0
1989-01-06,6.348227280836839
1989-01-07,0.9906693421877347
1989-01-08,3.9094562897315392
1989-01-09,2.3569335020505466
1989-01-10,3.3017543095808763
1989-01-11,0.9030026610081012
1989-01-12,8.606303398425762
1989-01-13,12.669768993671124
1989-01-14,0.7524865498909583
1989-01-15,3.70261183151832
1989-01-16,2.8333193889031043
1989-01-17,0.0
1989-01-18,0.0
1989-01-19,0.0
1989-01-20,0.0
1989-01-21,0.0
1989-01-22,0.0
1989-01-23,0.0
1989-01-24,0.0
1989-01-25,0.0
1989-01-26,0.04647875004089796
1989-01-27,0.18006242697055524
1989-01-28,0.0
1989-01-29,0.3659456211787004
1989-01-30,0.6131368187757639
1989-01-31,0.0017385596830326205
1989-02-01,0.0
1989-02-02,0.008496369306857769
1989-02-03,0.1516579114473783
1989-02-04,0.25067817247830904
1989-02-05,0.6081637235788199
1989-02-06,3.0524517572843113
1989-02-07,9.262127802922176
1989-02-08,0.0010577990906313062
1989-02-09,0.0
1989-02-10,0.0
1989-02-11,0.0
1989-02-12,0.0
1989-02-13,1.779914984336266
1989-02-14,0.24147345698796785
1989-02-15,0.09655765959849724
1989-02-16,8.021698841681847
1989-02-17,10.485278239616981
1989-02-18,20.277798359210674
1989-02-19,0.9972119606458224
1989-02-20,0.21358169042147124
1989-02-21,2.5085137532307553
1989-02-22,1.7885559980685894
1989-02-23,0.9162275882867666
1989-02-24,0.9564508107992319
1989-02-25,0.0
1989-02-26,0.588468271952409
1989-02-27,6.126203738726103
1989-02-28,12.221891769996056
1989-03-01,0.0
1989-03-02,0.0
1989-03-03,4.132173574887789
1989-03-04,5.460434583517221
1989-03-05,1.3921335156147296
1989-03-06,45.73069323026217
1989-03-07,3.4171334963578444
1989-03-08,0.7554845993335431
1989-03-09,0.03617397237282533
1989-03-10,0.0
1989-03-11,0.0
1989-03-12,0.0
1989-03-13,4.56765706722553
1989-03-14,0.5799144070882064
1989-03-15,3.7022235576923075
1989-03-16,1.1305908148105328
1989-03-17,0.0
1989-03-18,4.103182590924776
1989-03-19,0.003161630154444048
1989-03-20,3.1268444611476016
1989-03-21,5.119444883786715
1989-03-22,6.41450544504019
1989-03-23,18.12987180856558
1989-03-24,19.798956650954025
1989-03-25,0.0
1989-03-26,0.0
1989-03-27,0.0
1989-03-28,0.05591819359688088
1989-03-29,0.06983689018166982
1989-03-30,3.3842094861544094
1989-03-31,2.3210015847132754
1989-04-01,0.008562357030594004
1989-04-02,0.0
1989-04-03,0.7273991405963898
1989-04-04,0.2837952971458435
1989-04-05,15.77541996882512
1989-04-06,3.2145517422602725
1989-04-07,14.740658613351675
1989-04-08,7.419286177708552
1989-04-09,0.17260977511222547
1989-04-10,0.31636622777351964
1989-04-11,0.8790612954359788
1989-04-12,0.0
1989-04-13,0.0
1989-04-14,0.0
1989-04-15,10.96299985738901
1989-04-16,0.000948608279801332
1989-04-17,0.0
1989-04-18,0.0012659427638237292
1989-04-19,0.004629883915185928
1989-04-20,0.0
1989-04-21,0.029029735507300265
1989-04-22,0.052925292402505875
1989-04-23,0.002462406745717789
1989-04-24,0.04968817804295283
1989-04-25,1.5036943967525775
1989-04-26,1.2467101720663218
1989-04-27,8.106899591592642
1989-04-28,0.9906801890868407
1989-04-29,6.644362119527964
1989-04-30,3.4890358448028564
1989-05-01,27.60511721097506
1989-05-02,42.69343830988957
1989-05-03,0.0006494534010506378
1989-05-04,0.0
1989-05-05,14.072155145498423
1989-05-06,34.97092408400316
1989-05-07,1.727698491169856
1989-05-08,0.0
1989-05-09,15.462068924537071
1989-05-10,8.054174239818867
1989-05-11,0.4249099951524001
1989-05-12,0.4052610443188594
1989-05-13,0.027111420336251076
1989-05-14,0.09846905819498576
1989-05-15,8.324838198148287
1989-05-16,1.773417862562033
1989-05-17,0.6384740678163675
1989-05-18,0.0442319053869981
1989-05-19,0.0
1989-05-20,9.101955047020546
1989-05-21,0.10118133975909306
1989-05-22,0.5009723214002756
1989-05-23,12.781370603121244
1989-05-24,0.0
1989-05-25,0.006207403968661451
1989-05-26,0.3794168990391951
1989-05-27,0.057983316194552645
1989-05-28,0.0
1989-05-29,0.0
1989-05-30,0.002005993706496576
1989-05-31,0.0003051574770394766
1989-06-01,0.48547653968517596
1989-06-02,7.35710070683406
1989-06-03,1.9095844397178063
1989-06-04,8.603951490842379
1989-06-05,16.359978088965782
1989-06-06,20.26392966050368
1989-06-07,34.63130393395057
1989-06-08,14.864878874558668
1989-06-09,39.32979877178486
1989-06-10,0.0
1989-06-11,0.0
1989-06-12,5.191408524146447
1989-06-13,7.463125375600962
1989-06-14,2.683724577610309
1989-06-15,6.530663013458252
1989-06-16,3.102819030101483
1989-06-17,0.7656619502947881
1989-06-18,0.0027975048825073126
1989-06-19,0.32942992792679715
1989-06-20,1.7136541054799006
1989-06-21,29.06103090139536
1989-06-22,5.391149961031401
1989-06-23,11.052318866436298
1989-06-24,2.874779224395752
1989-06-25,0.7471116185188293
1989-06-26,0.6805755152152135
1989-06-27,0.4955638853403238
1989-06-28,1.2492772615872896
1989-06-29,0.9776032796272864
1989-06-30,0.02583855648453419
1989-07-01,0.0
1989-07-02,0.0
1989-07-03,0.27367150955475295
1989-07-04,41.16448769202599
1989-07-05,14.45468359727126
1989-07-06,30.921783447265625
1989-07-07,8.188521055074839
1989-07-08,0.9290011066656846
1989-07-09,5.637796878814697
1989-07-10,0.012696757984276
1989-07-11,0.0
1989-07-12,0.0
1989-07-13,0.0
1989-07-14,0.0
1989-07-15,0.0
1989-07-16,2.942486179849276
1989-07-17,2.3776644724779405
1989-07-18,0.23961516206439298
1989-07-19,0.23418138183366793
1989-07-20,2.2699785797068706
1989-07-21,6.3675007820129395
1989-07-22,3.3067040810218225
1989-07-23,0.20297117645923907
1989-07-24,1.6489029022363515
1989-07-25,18.4186948629526
1989-07-26,12.675416139455942
1989-07-27,23.243058131291317
1989-07-28,1.8648714285630446
1989-07-29,0.41492412755122554
1989-07-30,8.705271977644701
1989-07-31,18.786300219022312
1989-08-01,26.417527473889866
1989-08-02,2.668277137554609
1989-08-03,0.0
1989-08-04,0.0
1989-08-05,4.895199949924763
1989-08-06,0.08539467565536213
1989-08-07,0.13694862104379213
1989-08-08,0.07723909072004832
1989-08-09,0.0
1989-08-10,0.0
1989-08-11,0.31243700706041777
1989-08-12,0.19090991868422583
1989-08-13,0.0928234475163313
1989-08-14,5.206136336693397
1989-08-15,4.269226496036236
1989-08-16,7.339000628544734
1989-08-17,20.745883354773888
1989-08-18,38.46410296513484
1989-08-19,7.584307267115666
1989-08-20,2.322191256743211
1989-08-21,1.903148238475506
1989-08-22,2.7629156846266527
1989-08-23,1.541742673287025
1989-08-24,4.446347933549148
1989-08-25,7.278100967407227
1989-08-26,2.4273379766024075
1989-08-27,2.797727052982037
1989-08-28,0.6238133723919208
1989-08-29,7.746545498187725
1989-08-30,0.04999284732800264
1989-08-31,0.0
1989-09-01,0.006558898666228812
1989-09-02,0.21113406179042962
1989-09-03,0.5598050172512348
1989-09-04,0.014886261250537176
1989-09-05,0.033749897176256545
1989-09-06,0.15877502583540404
1989-09-07,3.28866432263301
1989-09-08,0.2904757926097283
1989-09-09,0.09858445221414933
1989-09-10,0.16914290590928152
1989-09-11,1.2863042308734014
1989-09-12,5.872548690209022
1989-09-13,6.805623824779804
1989-09-14,0.045916847884655
1989-09-15,1.1883941292762756
1989-09-16,51.00037119938777
1989-09-17,1.130147438782912
1989-09-18,0.7958505772627317
1989-09-19,0.2619730509244479
1989-09-20,12.474061819223257
1989-09-21,13.152571531442495
1989-09-22,44.06129851708045
1989-09-23,2.0616052792622495
1989-09-24,0.0
1989-09-25,17.258584462679348
1989-09-26,37.5537349994366
1989-09-27,0.0
1989-09-28,0.0
1989-09-29,0.7313822760031774
1989-09-30,17.36791309943566
1989-10-01,52.5011966411884
1989-10-02,42.0583249605619
1989-10-03,0.0
1989-10-04,0.0
1989-10-05,0.0
1989-10-06,0.0
1989-10-07,0.04644637913084947
1989-10-08,0.17629018082068518
1989-10-09,0.0015659631854550054
1989-10-10,0.0
1989-10-11,0.0006916250159310249
1989-10-12,0.0
1989-10-13,0.0
1989-10-14,0.047859332273499325
1989-10-15,0.0
1989-10-16,0.17737145378039434
1989-10-17,9.096572142380934
1989-10-18,9.001371897183931
1989-10-19,22.694178948035606
1989-10-20,1.0461551638749929
1989-10-21,0.0
1989-10-22,0.0
1989-10-23,0.0
1989-10-24,0.0
1989-10-25,0.0
1989-10-26,0.0
1989-10-27,0.0
1989-10-28,0.0
1989-10-29,0.0
1989-10-30,0.1355014403279011
1989-10-31,0.9961608785849351
1989-11-01,0.6760944563608903
1989-11-02,4.5657384762397175
1989-11-03,0.14171173824713781
1989-11-04,0.003156412021221163
1989-11-05,0.0
1989-11-06,0.2277013762639119
1989-11-07,0.01849758832787092
1989-11-08,5.372697004905114
1989-11-09,15.933785878694975
1989-11-10,0.025379675798691236
1989-11-11,0.0
1989-11-12,0.0
1989-11-13,0.0
1989-11-14,0.09042421585092178
1989-11-15,3.5548916780031643
